lead_id,platform,comment_text,city,district,province,customer_type,housing_type,demand_signals,lead_score,lead_grade,contact_intent,urgency,status,created_at,is_inbound,alert_sent_at,journey_id,lead_source_type
PV_LEAD_02AB59E3,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_8157F0A8,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_48B6C133,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_5F9A3233,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_9D6F176B,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_CD5D7593,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_CE3BB03A,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:36:29,,,,
PV_LEAD_4E170AFE,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:36:30,,,,
PV_LEAD_CF26F208,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:36:30,,,,
PV_LEAD_65A4B82C,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:31,,,,
PV_LEAD_D345EDC1,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_FF1556E0,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_03548466,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_9D468488,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:31,,,,
PV_LEAD_6DA5CFBC,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_FE7E51AC,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_1C33F049,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_CF738EF6,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:31,,,,
PV_LEAD_E3660667,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_BD61F67E,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_AC340BDC,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:36:31,,,,
PV_LEAD_F3671DDA,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:31,,,,
PV_LEAD_7AF16A54,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_0067BC90,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_98A95BD7,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_EB471A22,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:32,,,,
PV_LEAD_DD136D3E,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:32,,,,
PV_LEAD_1834FDE8,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_E2F95C72,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_E9090FA7,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_FE400E89,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:32,,,,
PV_LEAD_A57114CA,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_E273B5B8,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_EE85D597,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 14:36:32,,,,
PV_LEAD_BAAC4129,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:36:32,,,,
PV_LEAD_D1875538,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 14:36:33,,,,
PV_LEAD_C2B9E214,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 14:36:33,,,,
PV_LEAD_96F29608,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 14:36:33,,,,
PV_LEAD_C13A4FAA,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 14:36:34,,,,
PV_LEAD_B2028214,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 14:36:34,,,,
PV_LEAD_4E360D88,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 14:36:34,,,,
PV_LEAD_32CCA830,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:36:34,,,,
PV_LEAD_D82745F1,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 14:36:34,,,,
PV_LEAD_EA2936F9,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_DBF5C11D,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_C69753E8,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_C74089A4,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_DEA5845A,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_FA340DB3,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_432E5BE7,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_B20FEE69,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_ACB83CCE,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 14:55:45,,,,
PV_LEAD_9F363CA6,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_7ACA1D67,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_3D906401,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_986EDE5D,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_FB852347,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_01BA8BB8,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_A1C5DA99,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_91F82E25,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_F0E26074,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_D384B7A8,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_5F476D79,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_A2C56BFE,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_89351B77,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_8BBE636F,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_3106D096,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_DBFE95AE,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_6FFA1C38,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_F53EE832,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_22D1BC47,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_215E22F8,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_09F699E9,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_1354A215,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_42295D05,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_B4A9C3C0,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_80DE0387,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_8A24F386,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_3BC5C8DA,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_9611DFA6,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_E85FB0AB,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 14:55:46,,,,
PV_LEAD_0CA39DA4,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_19C9860F,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 14:55:46,,,,
PV_LEAD_700D3D06,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 14:55:47,,,,
PV_LEAD_8967EDE6,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 14:55:47,,,,
PV_LEAD_52AB5CF6,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 14:55:47,,,,
PV_LEAD_0E31C90E,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 14:55:47,,,,
PV_LEAD_1BA57BC3,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 14:55:47,,,,
PV_LEAD_43AE2C0C,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_45008889,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_91153E81,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_2B0D224D,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_070DF980,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_66BAC495,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_D757861A,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_C2C20B91,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_1E1C8F37,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_7C7146C5,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_1544FFED,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_497A1311,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_54CCE4D5,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_963047FA,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_1BD866EB,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_17B2C385,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_DC73D2AA,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_71AE0001,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_6569A9E7,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_D3B0EBBB,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_E20E3A02,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_AB5F9BE6,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_30773E67,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_71BD8B7C,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_6053A930,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_4A86C17A,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_4389CDEC,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 15:09:05,,,,
PV_LEAD_1F57B48B,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_610BFD93,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:05,,,,
PV_LEAD_65B400F6,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_F0A713C5,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_AC6C2121,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_F89725CC,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:06,,,,
PV_LEAD_3ABF4391,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_362AAB03,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_93D07E5D,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_ADF5A3C8,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 15:09:06,,,,
PV_LEAD_E8BEEDCA,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 15:09:06,,,,
PV_LEAD_A0D59910,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_039841CB,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 15:09:06,,,,
PV_LEAD_F45B1771,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 15:09:07,,,,
PV_LEAD_46E40518,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 15:09:07,,,,
PV_LEAD_6C88D389,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 15:09:07,,,,
PV_LEAD_50449565,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 15:09:07,,,,
PV_LEAD_4C9586BA,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 15:09:07,,,,
PV_LEAD_F9B98363,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:22:00,,,,
PV_LEAD_DEC3DD7F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:22:00,,,,
PV_LEAD_6C5BB992,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:22:00,,,,
PV_LEAD_DDD2A0DB,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 15:22:00,,,,
